web-scraper-order,web-scraper-start-url,shelfmark,shelfmark-href,all_link,all_link-href,h3_date,h3_startdate,h3_enddate,sub-all_link,sub-all_link-href
"1642687028-1297","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","«","https://handrit.is/en/manuscript/view/en/AM04-0352","1700-1715","1700","1715","«","https://handrit.is/en/manuscript/view/en/AM04-0351"
"1642687056-1523","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","On Severe Offences","https://handrit.is/en/manuscript/view/AM04-0046#section_6","1485-1499","1485","1499","Standard","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/2/WEB_DISPLAY"
"1642687091-2164","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","","https://handrit.is/en/manuscript/list/keyword/kvad","1485-1499","1485","1499","","https://handrit.is/en/manuscript/imaging/en/AM02-0065"
"1642687087-2099","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","AM 312 fol.","https://handrit.is/en/manuscript/view/AM02-0312"
"1642687082-2014","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM04-0050"
"1642686978-1038","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0201","1600-1650","1600","1650","Sækja XML færslu","https://handrit.is/is/manuscript/xml/AM02-0201-en.xml"
"1642686941-428","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Ad observationes amica responsio","https://handrit.is/en/manuscript/list/uniform?v=Ad+observationes+amica+responsio"
"1642687066-1831","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","Download as XML","https://handrit.is/en/manuscript/xml/AM04-0046-en.xml"
"1642687087-2083","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/is/AM02-0273"
"1642686914-268","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","»","https://handrit.is/en/manuscript/view/en/Rask116","1818","1818","null","Search","https://handrit.is/en/search/regular"
"1642687006-1161","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","«","https://handrit.is/en/manuscript/view/en/AM08-263","1700-1730","1700","1730","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat"
"1642686971-1002","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","View Images","https://handrit.is/en/manuscript/imaging/en/AM02-0201","1600-1650","1600","1650","","https://handrit.is/"
"1642686947-774","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","View All","https://handrit.is/en/manuscript/list/collection/Althingismal"
"1642686941-502","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Aldarháttur (9)","https://handrit.is/en/manuscript/list/uniform?v=Aldarh%C3%A1ttur"
"1642686947-780","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","ÍB 62 fol.","https://handrit.is/en/manuscript/view/is/IB02-0062"
"1642686966-878","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat","1600-1650","1600","1650","About","https://handrit.is/en/about"
"1642687016-1240","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM08-265","1700-1730","1700","1730","Hent som XML","https://handrit.is/da/manuscript/xml/AM08-265-en.xml"
"1642686966-883","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat","1600-1650","1600","1650","2","https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/2?t:ac=KKKat"
"1642687026-1260","https://handrit.is/en/search/results/2YLppK","AM 353 4to","https://handrit.is/en/manuscript/view/AM04-0353","»","https://handrit.is/en/manuscript/view/en/AM04-0354","1700-1715","1700","1715","handrit.is","https://handrit.is/en/"
"1642686947-804","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","View All","https://handrit.is/en/manuscript/list/collection/LbsDipl"
"1642687066-1807","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","More Details","https://handrit.is/en/biography/view/FreRos001"
"1642687087-2080","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/is/AM02-0269"
"1642686941-524","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Allt í grænum sjó","https://handrit.is/en/manuscript/list/uniform?v=Allt+%C3%AD+gr%C3%A6num+sj%C3%B3"
"1642687013-1220","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","7","https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/7?t:ac=ArnMag001"
"1642686941-441","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Adonías saga (2)","https://handrit.is/en/manuscript/list/uniform?v=Adon%C3%ADas+saga"
"1642687079-1945","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Sweriges Gamla Lagar 11","https://handrit.is/en/bibliography/view/CorpJur11","1485-1499","1485","1499","Shelfmark","https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/shelfmark?t:ac=CorpJur11"
"1642687066-1787","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Om Edens Betydning","https://handrit.is/en/manuscript/view/AM04-0046#section_2","1485-1499","1485","1499","Standard","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/2/WEB_DISPLAY"
"1642686978-1033","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0201","1600-1650","1600","1650","","https://handrit.is/is/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0201"
"1642687059-1597","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","King Magnus Eriksson's National Law (for Sweden)","https://handrit.is/en/manuscript/view/AM04-0046#section_5","1485-1499","1485","1499","Click for larger","https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content"
"1642687061-1673","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Upplandslagens kyrkobalk","https://handrit.is/en/manuscript/view/AM04-0046#section_4","1485-1499","1485","1499","Standard","https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/327/WEB_DISPLAY"
"1642686969-939","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","7","https://handrit.is/en/manuscript/list.browser.pager/7?t:ac=keyword/sagnfr"
"1642687020-1245","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","","https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM08-265","1700-1730","1700","1730","","https://handrit.is/is/admin"
"1642686975-1011","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0201","1600-1650","1600","1650","Hjem","https://handrit.is/da/"
"1642687052-1429","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Nine Articles passed by King Gustav and the Cou...","https://handrit.is/en/manuscript/view/AM04-0046#section_8","1485-1499","1485","1499","Uplandslagen. Codex juris Uplandici, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur3"
"1642687087-2130","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","11","https://handrit.is/en/manuscript/list.browser.pager/11?t:ac=keyword/log"
"1642687087-2113","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","AM 315 i fol.","https://handrit.is/en/manuscript/view/AM02-0315-i"
"1642687076-1913","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Konung Magnus Erikssons Landslag. Codex juris communis Sueciæ Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar","https://handrit.is/en/bibliography/view/CorpJur10","1485-1499","1485","1499","Search","https://handrit.is/en/search/regular"
"1642687013-1193","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","More Details","https://handrit.is/en/biography/view/ArnMag001","1700-1730","1700","1730","","https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/title?t:ac=ArnMag001"
"1642687082-2008","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","","https://handrit.is/en/manuscript/view/da/AM04-0041"
"1642686941-625","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Arineldur","https://handrit.is/en/manuscript/list/uniform?v=Arineldur"
"1642687087-2050","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Laws","https://handrit.is/en/manuscript/list/keyword/log","1485-1499","1485","1499","","https://handrit.is/en/admin"
"1642686966-886","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","Katalog over Den Arnamagnæanske Håndskriftsamling","https://handrit.is/en/bibliography/view/KKKat","1600-1650","1600","1650","5","https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/5?t:ac=KKKat"
"1642687006-1154","https://handrit.is/en/search/results/2YLppK","AM 265 8vo","https://handrit.is/en/manuscript/view/AM08-265","«","https://handrit.is/en/manuscript/view/en/AM08-263","1700-1730","1700","1730","","https://handrit.is/en/admin"
"1642687082-1962","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Canon law","https://handrit.is/en/manuscript/list/keyword/klog","1485-1499","1485","1499","About","https://handrit.is/en/about"
"1642686941-537","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Almáttugur Guð þín gæti","https://handrit.is/en/manuscript/list/uniform?v=Alm%C3%A1ttugur+Gu%C3%B0+%C3%BE%C3%ADn+g%C3%A6ti"
"1642686969-999","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","Statistics","https://handrit.is/en/statistics"
"1642686969-981","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","","https://handrit.is/en/manuscript/view/da/AM04-0087"
"1642687069-1898","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1","1485-1499","1485","1499","No Title","https://handrit.is/en/manuscript/view/AM04-0046#section_1"
"1642687052-1443","https://handrit.is/en/search/results/2YLppK","AM 46 4to","https://handrit.is/en/manuscript/view/AM04-0046","Nine Articles passed by King Gustav and the Cou...","https://handrit.is/en/manuscript/view/AM04-0046#section_8","1485-1499","1485","1499","Nine Articles passed by King Gustav and the Cou...","https://handrit.is/en/manuscript/view/AM04-0046#section_8"
"1642686947-714","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","handrit.is","https://handrit.is/en/","1818","1818","null","AM 28 8vo","https://handrit.is/en/manuscript/view/AM08-028"
"1642686941-485","https://handrit.is/en/search/results/2YLppK","Rask 115","https://handrit.is/en/manuscript/view/Rask115","Browse","https://handrit.is/en/manuscript/browse/uniform","1818","1818","null","Agnars konungs ævi Hróarssonar (18)","https://handrit.is/en/manuscript/list/uniform?v=Agnars+konungs+%C3%A6vi+Hr%C3%B3arssonar"
"1642686969-926","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","Home","https://handrit.is/en/"
"1642686969-943","https://handrit.is/en/search/results/2YLppK","AM 201 fol.","https://handrit.is/en/manuscript/view/AM02-0201","","https://handrit.is/en/manuscript/list/keyword/sagnfr","1600-1650","1600","1650","11","https://handrit.is/en/manuscript/list.browser.pager/11?t:ac=keyword/sagnfr"
