source_label,source,target_label,target
,https://handrit.is/en/manuscript/view/da/AM02-0315-g,,https://handrit.is/en/manuscript/view/da/AM02-0315-g
Laws,https://handrit.is/en/manuscript/list/keyword/log,Laws,https://handrit.is/en/manuscript/list/keyword/log
"Annotationes aliqvot chronologicæ",https://handrit.is/en/manuscript/list/uniform?v=Annotationes+aliqvot+chronologic%C3%A6,"Annotationes aliqvot chronologicæ",https://handrit.is/en/manuscript/list/uniform?v=Annotationes+aliqvot+chronologic%C3%A6
5,https://handrit.is/en/manuscript/list.browser.pager/5?t:ac=keyword/klog,5,https://handrit.is/en/manuscript/list.browser.pager/5?t:ac=keyword/klog
Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/WEB_DISPLAY,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/WEB_DISPLAY
,https://handrit.is/en/manuscript/view/is/AM02-0165k,,https://handrit.is/en/manuscript/view/is/AM02-0165k
"AM 350 fol.",https://handrit.is/en/manuscript/view/is/AM02-0350,"AM 350 fol.",https://handrit.is/en/manuscript/view/is/AM02-0350
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2
,https://handrit.is/en/manuscript/imaging/da/AM02-306,,https://handrit.is/en/manuscript/imaging/da/AM02-306
Laws,https://handrit.is/en/manuscript/list/keyword/log,Laws,https://handrit.is/en/manuscript/list/keyword/log
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0045,,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0045
"AM 28 8vo",https://handrit.is/en/manuscript/view/AM08-028,"AM 28 8vo",https://handrit.is/en/manuscript/view/AM08-028
10,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/10?t:ac=ArnMag001,10,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/10?t:ac=ArnMag001
"Annotationes vetustæ",https://handrit.is/en/manuscript/list/uniform?v=Annotationes+vetust%C3%A6,"Annotationes vetustæ",https://handrit.is/en/manuscript/list/uniform?v=Annotationes+vetust%C3%A6
190,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/190?t:ac=ArnMag001,190,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/190?t:ac=ArnMag001
"Konung Magnus Erikssons Stadslag. Codex iuris urbici Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur11,"Konung Magnus Erikssons Stadslag. Codex iuris urbici Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur11
Laws,https://handrit.is/en/manuscript/list/keyword/log,Laws,https://handrit.is/en/manuscript/list/keyword/log
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0046,,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0046
Id,https://handrit.is/en/manuscript/list.browser.columns:sort/id?t:ac=keyword/sagnfr,Id,https://handrit.is/en/manuscript/list.browser.columns:sort/id?t:ac=keyword/sagnfr
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/6v-27r#content,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/6v-27r#content
"AM 468 4to",https://handrit.is/en/manuscript/view/AM04-0468,"AM 468 4to",https://handrit.is/en/manuscript/view/AM04-0468
"Íslenzkar æviskrár frá landnámstímun til ársloka 1940",https://handrit.is/en/bibliography/view/IsAev,"Íslenzkar æviskrár frá landnámstímun til ársloka 1940",https://handrit.is/en/bibliography/view/IsAev
9,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/9?t:ac=ArnMag001,9,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/9?t:ac=ArnMag001
,https://handrit.is/en/manuscript/view/da/AM04-0009,,https://handrit.is/en/manuscript/view/da/AM04-0009
"Um handrit.is",https://handrit.is/is/about,"Um handrit.is",https://handrit.is/is/about
"Show All",https://handrit.is/en/manuscript/list/keyword/kvad?showall.browser=1,"Show All",https://handrit.is/en/manuscript/list/keyword/kvad?showall.browser=1
(2r-6v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content,(2r-6v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content
Arvebalk,https://handrit.is/en/manuscript/list/uniform?v=Arvebalk,Arvebalk,https://handrit.is/en/manuscript/list/uniform?v=Arvebalk
,https://handrit.is/en/biography/view.outerlayout.language/da?t:ac=RasRas001,,https://handrit.is/en/biography/view.outerlayout.language/da?t:ac=RasRas001
(6v-27r),https://handrit.is/en/manuscript/imaging/en/AM04-0046/6v-27r#content,(6v-27r),https://handrit.is/en/manuscript/imaging/en/AM04-0046/6v-27r#content
"Rasmus Rask",https://handrit.is/en/biography/view/RasRas001,"Rasmus Rask",https://handrit.is/en/biography/view/RasRas001
,https://handrit.is/en/manuscript/list/keyword/sagnfr,,https://handrit.is/en/manuscript/list/keyword/sagnfr
"Atla saga Ótryggssonar (11)",https://handrit.is/en/manuscript/list/uniform?v=Atla+saga+%C3%93tryggssonar,"Atla saga Ótryggssonar (11)",https://handrit.is/en/manuscript/list/uniform?v=Atla+saga+%C3%93tryggssonar
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2
"Ad completorium",https://handrit.is/en/manuscript/list/uniform?v=Ad+completorium,"Ad completorium",https://handrit.is/en/manuscript/list/uniform?v=Ad+completorium
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6
"Athugasemdir við Egils sögu Skallagrímssonar",https://handrit.is/en/manuscript/list/uniform?v=Athugasemdir+vi%C3%B0+Egils+s%C3%B6gu+Skallagr%C3%ADmssonar,"Athugasemdir við Egils sögu Skallagrímssonar",https://handrit.is/en/manuscript/list/uniform?v=Athugasemdir+vi%C3%B0+Egils+s%C3%B6gu+Skallagr%C3%ADmssonar
9,https://handrit.is/en/manuscript/list.browser.pager/9?t:ac=keyword/sagnfr,9,https://handrit.is/en/manuscript/list.browser.pager/9?t:ac=keyword/sagnfr
5,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/5?t:ac=ArnMag001,5,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/5?t:ac=ArnMag001
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content
,https://handrit.is/is/manuscript/view.outerlayout.language/en?t:ac=en/Rask115,,https://handrit.is/is/manuscript/view.outerlayout.language/en?t:ac=en/Rask115
Home,https://handrit.is/en/,Home,https://handrit.is/en/
(27r-147v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content,(27r-147v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content
"Ave dextra manus Christi",https://handrit.is/en/manuscript/list/uniform?v=Ave+dextra+manus+Christi,"Ave dextra manus Christi",https://handrit.is/en/manuscript/list/uniform?v=Ave+dextra+manus+Christi
Browse,https://handrit.is/en/manuscript/browse/uniform,Browse,https://handrit.is/en/manuscript/browse/uniform
,https://handrit.is/en/manuscript/list.outerlayout.language/da?t:ac=keyword/log,,https://handrit.is/en/manuscript/list.outerlayout.language/da?t:ac=keyword/log
"AM 37 4to",https://handrit.is/en/manuscript/view/AM04-0037,"AM 37 4to",https://handrit.is/en/manuscript/view/AM04-0037
,https://handrit.is/is/manuscript/view.outerlayout.language/da?t:ac=en/Rask115,,https://handrit.is/is/manuscript/view.outerlayout.language/da?t:ac=en/Rask115
Search,https://handrit.is/en/search/regular,Search,https://handrit.is/en/search/regular
"Amphitheatro Naturæ",https://handrit.is/en/manuscript/list/uniform?v=Amphitheatro+Natur%C3%A6,"Amphitheatro Naturæ",https://handrit.is/en/manuscript/list/uniform?v=Amphitheatro+Natur%C3%A6
,https://handrit.is/en/biography/view.outerlayout.language/da?t:ac=ArnMag001,,https://handrit.is/en/biography/view.outerlayout.language/da?t:ac=ArnMag001
»,https://handrit.is/en/manuscript/view/en/AM02-0201,»,https://handrit.is/en/manuscript/view/en/AM02-0201
"Arvebǫlkr (2)",https://handrit.is/en/manuscript/list/uniform?v=Arveb%C7%ABlkr,"Arvebǫlkr (2)",https://handrit.is/en/manuscript/list/uniform?v=Arveb%C7%ABlkr
"View All",https://handrit.is/en/manuscript/list/collection/Lbs,"View All",https://handrit.is/en/manuscript/list/collection/Lbs
"Sweriges gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3,"Sweriges gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3
,https://handrit.is/en/index.outerlayout.language/da,,https://handrit.is/en/index.outerlayout.language/da
"View All",https://handrit.is/en/manuscript/list/collection/JSDipl,"View All",https://handrit.is/en/manuscript/list/collection/JSDipl
,https://handrit.is/en/manuscript/view/da/AM04-0027,,https://handrit.is/en/manuscript/view/da/AM04-0027
11,https://handrit.is/en/manuscript/list.browser.pager/11?t:ac=keyword/kvad,11,https://handrit.is/en/manuscript/list.browser.pager/11?t:ac=keyword/kvad
(148v-163v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content,(148v-163v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content
Close,javascript:;,Close,javascript:;
"Arnbjörg æruprýdd dáindis kvinna á Vestfjörðum Íslands",https://handrit.is/en/manuscript/list/uniform?v=Arnbj%C3%B6rg+%C3%A6rupr%C3%BDdd+d%C3%A1indis+kvinna+%C3%A1+Vestfj%C3%B6r%C3%B0um+%C3%8Dslands,"Arnbjörg æruprýdd dáindis kvinna á Vestfjörðum Íslands",https://handrit.is/en/manuscript/list/uniform?v=Arnbj%C3%B6rg+%C3%A6rupr%C3%BDdd+d%C3%A1indis+kvinna+%C3%A1+Vestfj%C3%B6r%C3%B0um+%C3%8Dslands
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6
"AM 299 fol.",https://handrit.is/en/manuscript/view/AM02-0299,"AM 299 fol.",https://handrit.is/en/manuscript/view/AM02-0299
2,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/2?t:ac=FreRos001,2,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/2?t:ac=FreRos001
"GKS 2365 4to",https://handrit.is/en/manuscript/view/is/GKS04-2365,"GKS 2365 4to",https://handrit.is/en/manuscript/view/is/GKS04-2365
,https://handrit.is/en/bibliography/view.outerlayout.language/is?t:ac=KKKat,,https://handrit.is/en/bibliography/view.outerlayout.language/is?t:ac=KKKat
"More Details",https://handrit.is/en/biography/view/FreRos001,"More Details",https://handrit.is/en/biography/view/FreRos001
(6v-27r),https://handrit.is/en/manuscript/imaging/en/AM04-0046/6v-27r#content,(6v-27r),https://handrit.is/en/manuscript/imaging/en/AM04-0046/6v-27r#content
Statistics,https://handrit.is/en/statistics,Statistics,https://handrit.is/en/statistics
"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11,"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11
,https://handrit.is/en/admin,,https://handrit.is/en/admin
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4
Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/WEB_DISPLAY,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/WEB_DISPLAY
"Hent som XML",https://handrit.is/da/manuscript/xml/AM02-0201-en.xml,"Hent som XML",https://handrit.is/da/manuscript/xml/AM02-0201-en.xml
Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/2/WEB_DISPLAY,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/2/WEB_DISPLAY
handrit.is,https://handrit.is/en/,handrit.is,https://handrit.is/en/
,https://handrit.is/da/admin,,https://handrit.is/da/admin
About,https://handrit.is/en/about,About,https://handrit.is/en/about
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1
,https://handrit.is/en/manuscript/imaging/en/AM02-0242,,https://handrit.is/en/manuscript/imaging/en/AM02-0242
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content
"Auga þitt settu sál mín á",https://handrit.is/en/manuscript/list/uniform?v=Auga+%C3%BEitt+settu+s%C3%A1l+m%C3%ADn+%C3%A1,"Auga þitt settu sál mín á",https://handrit.is/en/manuscript/list/uniform?v=Auga+%C3%BEitt+settu+s%C3%A1l+m%C3%ADn+%C3%A1
About,https://handrit.is/en/about,About,https://handrit.is/en/about
,https://handrit.is/en/manuscript/view/is/AM02-0126,,https://handrit.is/en/manuscript/view/is/AM02-0126
,https://handrit.is/en/manuscript/imaging/en/AM04-0009,,https://handrit.is/en/manuscript/imaging/en/AM04-0009
(2r-6v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content,(2r-6v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content
"Af Brandi Grímssyni og Kolbeini",https://handrit.is/en/manuscript/list/uniform?v=Af+Brandi+Gr%C3%ADmssyni+og+Kolbeini,"Af Brandi Grímssyni og Kolbeini",https://handrit.is/en/manuscript/list/uniform?v=Af+Brandi+Gr%C3%ADmssyni+og+Kolbeini
"Mythical-heroic sagas",https://handrit.is/en/manuscript/list/keyword/fas,"Mythical-heroic sagas",https://handrit.is/en/manuscript/list/keyword/fas
"Gera athugasemdir við Handrit",https://handrit.is/is/popup/feedback/en/AM02-0201,"Gera athugasemdir við Handrit",https://handrit.is/is/popup/feedback/en/AM02-0201
"Hent som XML",https://handrit.is/da/manuscript/xml/AM04-0353-en.xml,"Hent som XML",https://handrit.is/da/manuscript/xml/AM04-0353-en.xml
Søg,https://handrit.is/da/search/regular,Søg,https://handrit.is/da/search/regular
Home,https://handrit.is/en/,Home,https://handrit.is/en/
"Henrik Harpestreng",https://handrit.is/en/biography/view/HenHar001,"Henrik Harpestreng",https://handrit.is/en/biography/view/HenHar001
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/6v-27r#content,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/6v-27r#content
Arvetallet,https://handrit.is/en/manuscript/list/uniform?v=Arvetallet,Arvetallet,https://handrit.is/en/manuscript/list/uniform?v=Arvetallet
Liturgics,https://handrit.is/en/manuscript/list/keyword/helgs,Liturgics,https://handrit.is/en/manuscript/list/keyword/helgs
«,https://handrit.is/da/manuscript/view/en/AM04-0352,«,https://handrit.is/da/manuscript/view/en/AM04-0352
Laws,https://handrit.is/en/manuscript/list/keyword/log,Laws,https://handrit.is/en/manuscript/list/keyword/log
"View Images",https://handrit.is/en/manuscript/imaging/en/AM04-0354,"View Images",https://handrit.is/en/manuscript/imaging/en/AM04-0354
"Alexis saga",https://handrit.is/en/manuscript/list/uniform?v=Alexis+saga,"Alexis saga",https://handrit.is/en/manuscript/list/uniform?v=Alexis+saga
"No Title",https://handrit.is/en/manuscript/view/en/AM02-0200#section_1,"No Title",https://handrit.is/en/manuscript/view/en/AM02-0200#section_1
"Send Feedback on Manuscript",https://handrit.is/da/popup/feedback/en/AM02-0201,"Send Feedback on Manuscript",https://handrit.is/da/popup/feedback/en/AM02-0201
,https://handrit.is/en/manuscript/browse.outerlayout.language/da?t:ac=uniform,,https://handrit.is/en/manuscript/browse.outerlayout.language/da?t:ac=uniform
Browse,https://handrit.is/en/manuscript/browse/uniform,Browse,https://handrit.is/en/manuscript/browse/uniform
5,https://handrit.is/en/manuscript/list.browser.pager/5?t:ac=keyword/kvad,5,https://handrit.is/en/manuscript/list.browser.pager/5?t:ac=keyword/kvad
"Annars erindi rekur",https://handrit.is/en/manuscript/list/uniform?v=Annars+erindi+rekur,"Annars erindi rekur",https://handrit.is/en/manuscript/list/uniform?v=Annars+erindi+rekur
"Argenis Meleandersdóttir",https://handrit.is/en/manuscript/list/uniform?v=Argenis+Meleandersd%C3%B3ttir,"Argenis Meleandersdóttir",https://handrit.is/en/manuscript/list/uniform?v=Argenis+Meleandersd%C3%B3ttir
Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/WEB_DISPLAY,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/WEB_DISPLAY
(2r-6v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content,(2r-6v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content
About,https://handrit.is/en/about,About,https://handrit.is/en/about
Almanacs,https://handrit.is/en/manuscript/list/keyword/alm,Almanacs,https://handrit.is/en/manuscript/list/keyword/alm
»,https://handrit.is/da/manuscript/view/en/AM08-266,»,https://handrit.is/da/manuscript/view/en/AM08-266
"Uplandslagen. Codex juris Uplandici, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3,"Uplandslagen. Codex juris Uplandici, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3
"Magnus Eriksson's Town Law",https://handrit.is/en/manuscript/view/en/AM04-0045#section_1,"Magnus Eriksson's Town Law",https://handrit.is/en/manuscript/view/en/AM04-0045#section_1
"View All",https://handrit.is/en/manuscript/list/collection/LbsFragm,"View All",https://handrit.is/en/manuscript/list/collection/LbsFragm
"AM 673 b 4to",https://handrit.is/en/manuscript/view/AM04-0673-b,"AM 673 b 4to",https://handrit.is/en/manuscript/view/AM04-0673-b
"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/296/HIGH_QUALITY_DISPLAY
Leita,https://handrit.is/is/search/regular,Leita,https://handrit.is/is/search/regular
,https://handrit.is/en/manuscript/view/da/AM02-0299,,https://handrit.is/en/manuscript/view/da/AM02-0299
5,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/5?t:ac=FreRos001,5,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/5?t:ac=FreRos001
4,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/4?t:ac=ArnMag001,4,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/4?t:ac=ArnMag001
"Að vekja upp draug",https://handrit.is/en/manuscript/list/uniform?v=A%C3%B0+vekja+upp+draug,"Að vekja upp draug",https://handrit.is/en/manuscript/list/uniform?v=A%C3%B0+vekja+upp+draug
,https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#,,https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#
10,https://handrit.is/en/manuscript/list.browser.pager/10?t:ac=keyword/kvad,10,https://handrit.is/en/manuscript/list.browser.pager/10?t:ac=keyword/kvad
"AM 132 fol.",https://handrit.is/en/manuscript/view/is/AM02-0132,"AM 132 fol.",https://handrit.is/en/manuscript/view/is/AM02-0132
,https://handrit.is/en/manuscript/view/is/AM02-0151,,https://handrit.is/en/manuscript/view/is/AM02-0151
"View All",https://handrit.is/en/manuscript/list/collection/Acc,"View All",https://handrit.is/en/manuscript/list/collection/Acc
,https://handrit.is/,,https://handrit.is/
"Konung Magnus Erikssons Stadslag. Codex iuris urbici Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur11,"Konung Magnus Erikssons Stadslag. Codex iuris urbici Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur11
Browse,https://handrit.is/da/manuscript/browse/uniform,Browse,https://handrit.is/da/manuscript/browse/uniform
"A Christian Alphabet",https://handrit.is/en/manuscript/list/uniform?v=A+Christian+Alphabet,"A Christian Alphabet",https://handrit.is/en/manuscript/list/uniform?v=A+Christian+Alphabet
"Digitized manuscripts",https://handrit.is/en/search/results/fzGgFf,"Digitized manuscripts",https://handrit.is/en/search/results/fzGgFf
"Konung Magnus Erikssons Stadslag. Codex iuris urbici Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur11,"Konung Magnus Erikssons Stadslag. Codex iuris urbici Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur11
"Annales Lundenses (2)",https://handrit.is/en/manuscript/list/uniform?v=Annales+Lundenses,"Annales Lundenses (2)",https://handrit.is/en/manuscript/list/uniform?v=Annales+Lundenses
,https://handrit.is/en/manuscript/imaging/en/AM02-0162-L,,https://handrit.is/en/manuscript/imaging/en/AM02-0162-L
"Af hverju er þá rifið?",https://handrit.is/en/manuscript/list/uniform?v=Af+hverju+er+%C3%BE%C3%A1+rifi%C3%B0%3F,"Af hverju er þá rifið?",https://handrit.is/en/manuscript/list/uniform?v=Af+hverju+er+%C3%BE%C3%A1+rifi%C3%B0%3F
Search,https://handrit.is/en/search/regular,Search,https://handrit.is/en/search/regular
"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/327/HIGH_QUALITY_DISPLAY,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/327/HIGH_QUALITY_DISPLAY
"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/Rask114,"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/Rask114
5,https://handrit.is/en/manuscript/list.browser.pager/5?t:ac=keyword/kvad,5,https://handrit.is/en/manuscript/list.browser.pager/5?t:ac=keyword/kvad
2,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/2?t:ac=KKKat,2,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/2?t:ac=KKKat
"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM02-0202-g,"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM02-0202-g
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-020-h,,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-020-h
5,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/5?t:ac=FreRos001,5,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/5?t:ac=FreRos001
,https://handrit.is/en/manuscript/view/da/AM08-008,,https://handrit.is/en/manuscript/view/da/AM08-008
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat
"Adónías saga (23)",https://handrit.is/en/manuscript/list/uniform?v=Ad%C3%B3n%C3%ADas+saga,"Adónías saga (23)",https://handrit.is/en/manuscript/list/uniform?v=Ad%C3%B3n%C3%ADas+saga
"Alle Helgens Litani",https://handrit.is/en/manuscript/list/uniform?v=Alle+Helgens+Litani,"Alle Helgens Litani",https://handrit.is/en/manuscript/list/uniform?v=Alle+Helgens+Litani
,https://handrit.is/da/manuscript/view.outerlayout.language/en?t:ac=en/Rask115,,https://handrit.is/da/manuscript/view.outerlayout.language/en?t:ac=en/Rask115
"Alexanders rímur og Loðvíks",https://handrit.is/en/manuscript/list/uniform?v=Alexanders+r%C3%ADmur+og+Lo%C3%B0v%C3%ADks,"Alexanders rímur og Loðvíks",https://handrit.is/en/manuscript/list/uniform?v=Alexanders+r%C3%ADmur+og+Lo%C3%B0v%C3%ADks
"University Library of Copenhagen",https://handrit.is/en/organization/view/KB,"University Library of Copenhagen",https://handrit.is/en/organization/view/KB
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6
"Articuli Thordonis legiferi (4)",https://handrit.is/en/manuscript/list/uniform?v=Articuli+Thordonis+legiferi,"Articuli Thordonis legiferi (4)",https://handrit.is/en/manuscript/list/uniform?v=Articuli+Thordonis+legiferi
"Adonias saga (2)",https://handrit.is/en/manuscript/list/uniform?v=Adonias+saga,"Adonias saga (2)",https://handrit.is/en/manuscript/list/uniform?v=Adonias+saga
"Ambrosius saga ok Rosamundu",https://handrit.is/en/manuscript/list/uniform?v=Ambrosius+saga+ok+Rosamundu,"Ambrosius saga ok Rosamundu",https://handrit.is/en/manuscript/list/uniform?v=Ambrosius+saga+ok+Rosamundu
"ÍB 174 8vo",https://handrit.is/en/manuscript/view/is/IB08-0174,"ÍB 174 8vo",https://handrit.is/en/manuscript/view/is/IB08-0174
«,https://handrit.is/en/manuscript/view/en/AM04-0045,«,https://handrit.is/en/manuscript/view/en/AM04-0045
«,https://handrit.is/en/manuscript/view/en/AM02-0200,«,https://handrit.is/en/manuscript/view/en/AM02-0200
(148v-163v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content,(148v-163v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content
"Anda þinn, Guð, mér gef þú víst …",https://handrit.is/en/manuscript/list/uniform?v=Anda+%C3%BEinn%2C+Gu%C3%B0%2C+m%C3%A9r+gef+%C3%BE%C3%BA+v%C3%ADst+%E2%80%A6,"Anda þinn, Guð, mér gef þú víst …",https://handrit.is/en/manuscript/list/uniform?v=Anda+%C3%BEinn%2C+Gu%C3%B0%2C+m%C3%A9r+gef+%C3%BE%C3%BA+v%C3%ADst+%E2%80%A6
"Title and details",https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/title?t:ac=CorpJur10,"Title and details",https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/title?t:ac=CorpJur10
"Andlegar spurningar og svör",https://handrit.is/en/manuscript/list/uniform?v=Andlegar+spurningar+og+sv%C3%B6r,"Andlegar spurningar og svör",https://handrit.is/en/manuscript/list/uniform?v=Andlegar+spurningar+og+sv%C3%B6r
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0201,,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0201
7,https://handrit.is/en/manuscript/list.browser.pager/7?t:ac=keyword/log,7,https://handrit.is/en/manuscript/list.browser.pager/7?t:ac=keyword/log
Vafra,https://handrit.is/is/manuscript/browse/uniform,Vafra,https://handrit.is/is/manuscript/browse/uniform
"AM 45 fol.",https://handrit.is/en/manuscript/view/AM02-045,"AM 45 fol.",https://handrit.is/en/manuscript/view/AM02-045
,https://handrit.is/en/manuscript/view/is/AM02-0241b-VII,,https://handrit.is/en/manuscript/view/is/AM02-0241b-VII
«,https://handrit.is/en/manuscript/view/en/AM02-020-h,«,https://handrit.is/en/manuscript/view/en/AM02-020-h
Browse,https://handrit.is/en/manuscript/browse/uniform,Browse,https://handrit.is/en/manuscript/browse/uniform
