source_label,source,target_label,target
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,,https://handrit.is/en/manuscript/view/da/AM02-0322
Browse,https://handrit.is/en/manuscript/browse/uniform,,https://handrit.is/en/manuscript/browse.outerlayout.language/is?t:ac=uniform
"More Details",https://handrit.is/en/biography/view/FreRos001,,https://handrit.is/en/manuscript/view/da/AM08-0029
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/327/WEB_DISPLAY
"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11,,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/title?t:ac=CorpJur11
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,Browse,https://handrit.is/en/manuscript/browse/uniform
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/3/WEB_DISPLAY
»,https://handrit.is/en/manuscript/view/en/Rask116,"Download as XML",https://handrit.is/en/manuscript/xml/Rask116-en.xml
handrit.is,https://handrit.is/en/,Browse,https://handrit.is/en/manuscript/browse/uniform
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,(2r-6v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/2r-6v#content
»,https://handrit.is/en/manuscript/view/en/AM02-0201,handrit.is,https://handrit.is/en/
handrit.is,https://handrit.is/en/,,https://handrit.is/en/institution/collectionsview/SAM
,https://handrit.is/en/manuscript/list/keyword/kvad,,https://handrit.is/en/manuscript/imaging/is/AM02-0145
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,About,https://handrit.is/en/about
"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/164r-165r#content,Close,javascript:;
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,"Acc. 4 c I[4]",https://handrit.is/en/manuscript/view/Acc-0004-c-I-4
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content
Browse,https://handrit.is/en/manuscript/browse/uniform,"Almanac for the Year 1841",https://handrit.is/en/manuscript/list/uniform?v=Almanac+for+the+Year+1841
handrit.is,https://handrit.is/en/,"Runic manuscripts",https://handrit.is/en/search/results/B1KrKQ
"More Details",https://handrit.is/en/biography/view/ArnMag001,handrit.is,https://handrit.is/en/
"On Severe Offences",https://handrit.is/en/manuscript/view/AM04-0046#section_6,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/147v-148v#content
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0046
"More Details",https://handrit.is/en/biography/view/FreRos001,,https://handrit.is/en/manuscript/view/da/AM04-0001
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,2,https://handrit.is/en/manuscript/list.browser.pager/2?t:ac=keyword/klog
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/53/HIGH_QUALITY_DISPLAY
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,,https://handrit.is/en/manuscript/list/keyword/kvad
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,"Download as XML",https://handrit.is/en/manuscript/xml/AM04-0046-en.xml
,https://handrit.is/en/admin,Browse,https://handrit.is/en/manuscript/browse/uniform
Browse,https://handrit.is/en/manuscript/browse/uniform,"Allra kappa kvæði",https://handrit.is/en/manuscript/list/uniform?v=Allra+kappa+kv%C3%A6%C3%B0i
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,6,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/6?t:ac=KKKat
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/Rask115,handrit.is,https://handrit.is/is/
"Canon law",https://handrit.is/en/manuscript/list/keyword/klog,4,https://handrit.is/en/manuscript/list.browser.pager/4?t:ac=keyword/klog
»,https://handrit.is/en/manuscript/view/en/AM04-0354,"Silvia Hufnagel",https://handrit.is/en/biography/view/SilHuf001
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5,"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,Laws,https://handrit.is/en/manuscript/list/keyword/log
Search,https://handrit.is/en/search/regular,About,https://handrit.is/en/about
,https://handrit.is/en/manuscript/list/keyword/sagnfr,"AM 330 fol.",https://handrit.is/en/manuscript/view/AM02-0330
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,"High Quality",https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/HIGH_QUALITY_DISPLAY
"More Details",https://handrit.is/en/biography/view/FreRos001,"AM 8 8vo",https://handrit.is/en/manuscript/view/AM08-008
handrit.is,https://handrit.is/en/,"AM 738 4to",https://handrit.is/en/manuscript/view/is/AM04-0738
"Konung Magnus Erikssons Landslag. Codex juris communis Sueciæ Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur10,,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/shelfmark?t:ac=CorpJur10
"Konung Magnus Erikssons Landslag. Codex juris communis Sueciæ Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur10,,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/title?t:ac=CorpJur10
Browse,https://handrit.is/en/manuscript/browse/uniform,"Agnesar saga (4)",https://handrit.is/en/manuscript/list/uniform?v=Agnesar+saga
"More Details",https://handrit.is/en/biography/view/ArnMag001,Shelfmark,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/shelfmark?t:ac=ArnMag001
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,(27r-147v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,"Canon law",https://handrit.is/en/manuscript/list/keyword/klog
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,Laws,https://handrit.is/en/manuscript/list/keyword/log
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content
Browse,https://handrit.is/en/manuscript/browse/uniform,Annálar,https://handrit.is/en/manuscript/list/uniform?v=Ann%C3%A1lar
Laws,https://handrit.is/en/manuscript/list/keyword/log,,https://handrit.is/en/manuscript/view/da/AM02-0302
«,https://handrit.is/en/manuscript/view/en/Rask114,»,https://handrit.is/en/manuscript/view/en/Rask115
»,https://handrit.is/en/manuscript/view/en/AM04-0354,,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0354
handrit.is,https://handrit.is/en/,"JS 129 fol.",https://handrit.is/en/manuscript/view/is/JS02-0129
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content
"More Details",https://handrit.is/en/biography/view/RasRas001,3,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/3?t:ac=RasRas001
«,https://handrit.is/en/manuscript/view/en/AM08-263,«,https://handrit.is/en/manuscript/view/en/AM08-262
handrit.is,https://handrit.is/en/,"AM 45 fol.",https://handrit.is/en/manuscript/view/AM02-045
Search,https://handrit.is/en/search/regular,Statistics,https://handrit.is/en/statistics
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,(27r-147v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/27r-147v#content
"Sweriges gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3,,https://handrit.is/en/manuscript/view/da/AM08-030
Laws,https://handrit.is/en/manuscript/list/keyword/log,,https://handrit.is/en/manuscript/view/da/AM02-0162-L
Browse,https://handrit.is/en/manuscript/browse/uniform,Alþingisbækur,https://handrit.is/en/manuscript/list/uniform?v=Al%C3%BEingisb%C3%A6kur
»,https://handrit.is/en/manuscript/view/en/AM04-0354,"Send Feedback on Manuscript",https://handrit.is/en/popup/feedback/en/AM04-0354
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0200,"Um handrit.is",https://handrit.is/is/about
,https://handrit.is/en/manuscript/list/keyword/sagnfr,"AM 31 fol.",https://handrit.is/en/manuscript/view/AM02-0031
Browse,https://handrit.is/en/manuscript/browse/uniform,"Alexander blindi",https://handrit.is/en/manuscript/list/uniform?v=Alexander+blindi
»,https://handrit.is/en/manuscript/view/en/AM02-0202-g,,https://handrit.is/en/admin
«,https://handrit.is/en/manuscript/view/en/AM08-263,,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM08-263
,https://handrit.is/en/manuscript/list/keyword/kvad,2,https://handrit.is/en/manuscript/list.browser.pager/2?t:ac=keyword/kvad
«,https://handrit.is/en/manuscript/view/en/AM02-020-h,Kålund,https://handrit.is/en/biography/view/KriKaa001
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,Shelfmark,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/shelfmark?t:ac=KKKat
"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11,,https://handrit.is/en/manuscript/imaging/en/AM04-0046
Browse,https://handrit.is/en/manuscript/browse/uniform,"Ambrósíus saga og Rósamundu (16)",https://handrit.is/en/manuscript/list/uniform?v=Ambr%C3%B3s%C3%ADus+saga+og+R%C3%B3samundu
"Konung Magnus Erikssons Landslag. Codex juris communis Sueciæ Magnæanus, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur10,,https://handrit.is/en/manuscript/view/da/AM04-0051
»,https://handrit.is/en/manuscript/view/en/AM02-0201,Statistics,https://handrit.is/en/statistics
"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11,handrit.is,https://handrit.is/en/
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0201,,https://handrit.is/da/manuscript/list/keyword/sagnfr
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM04-0353,,https://handrit.is/da/admin
«,https://handrit.is/en/manuscript/view/en/Rask114,Browse,https://handrit.is/en/manuscript/browse/uniform
Browse,https://handrit.is/en/manuscript/browse/uniform,"Altera constitutio Olavi, 1377 (2)",https://handrit.is/en/manuscript/list/uniform?v=Altera+constitutio+Olavi%2C+1377
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,4,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.pager/4?t:ac=KKKat
Browse,https://handrit.is/en/manuscript/browse/uniform,"Additamenta et observationes",https://handrit.is/en/manuscript/list/uniform?v=Additamenta+et+observationes
handrit.is,https://handrit.is/en/,"JS 41 4to",https://handrit.is/en/manuscript/view/is/JS04-0041
,https://handrit.is/en/manuscript/list/keyword/kvad,9,https://handrit.is/en/manuscript/list.browser.pager/9?t:ac=keyword/kvad
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/WEB_DISPLAY
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,,https://handrit.is/en/bibliography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/title?t:ac=KKKat
"Katalog over Den Arnamagnæanske Håndskriftsamling",https://handrit.is/en/bibliography/view/KKKat,"Acc. 4 c I[7]",https://handrit.is/en/manuscript/view/Acc-0004-c-I-7
"More Details",https://handrit.is/en/biography/view/RasRas001,,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/title?t:ac=RasRas001
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM04-0353,"Um handrit.is",https://handrit.is/is/about
"Sweriges Gamla Lagar 11",https://handrit.is/en/bibliography/view/CorpJur11,"AM 45 4to",https://handrit.is/en/manuscript/view/AM04-0045
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/AM02-0200,»,https://handrit.is/is/manuscript/view/en/AM02-0201
"More Details",https://handrit.is/en/biography/view/FreRos001,"Title and details",https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.columns:sort/title?t:ac=FreRos001
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content
Browse,https://handrit.is/en/manuscript/browse/uniform,Apostelsagaer,https://handrit.is/en/manuscript/list/uniform?v=Apostelsagaer
Laws,https://handrit.is/en/manuscript/list/keyword/log,"AM 31 fol.",https://handrit.is/en/manuscript/view/AM02-0031
Browse,https://handrit.is/en/manuscript/browse/uniform,"Alexander mikli",https://handrit.is/en/manuscript/list/uniform?v=Alexander+mikli
«,https://handrit.is/en/manuscript/view/en/AM02-020-h,Browse,https://handrit.is/en/manuscript/browse/uniform
"Nine Articles passed by King Gustav and the Cou...",https://handrit.is/en/manuscript/view/AM04-0046#section_8,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/12/WEB_DISPLAY
Browse,https://handrit.is/en/manuscript/browse/uniform,"Annálar frá heimsins upphafi og til þessa tíma anno 1667",https://handrit.is/en/manuscript/list/uniform?v=Ann%C3%A1lar+fr%C3%A1+heimsins+upphafi+og+til+%C3%BEessa+t%C3%ADma+anno+1667
Laws,https://handrit.is/en/manuscript/list/keyword/log,3,https://handrit.is/en/manuscript/list.browser.pager/3?t:ac=keyword/log
"More Details",https://handrit.is/en/biography/view/RasRas001,Statistics,https://handrit.is/en/statistics
handrit.is,https://handrit.is/en/,"AM 677 4to",https://handrit.is/en/manuscript/view/AM04-0677
"More Details",https://handrit.is/en/biography/view/RasRas001,4,https://handrit.is/en/biography/view.outputassociatedmanuscripts.associated_manuscripts.pager/4?t:ac=RasRas001
Browse,https://handrit.is/en/manuscript/browse/uniform,"Að mæla þríhyrning og hring",https://handrit.is/en/manuscript/list/uniform?v=A%C3%B0+m%C3%A6la+%C3%BEr%C3%ADhyrning+og+hring
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_7,Laws,https://handrit.is/en/manuscript/list/keyword/log
"More Details",https://handrit.is/en/biography/view/ArnMag001,"Acc. 1",https://handrit.is/en/manuscript/view/Acc-0001
,https://handrit.is/en/admin,,https://handrit.is/en/login.outerlayout.language/da
«,https://handrit.is/en/manuscript/view/en/Rask114,,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/Rask114
"King Magnus Eriksson's National Law (for Sweden)",https://handrit.is/en/manuscript/view/AM04-0046#section_5,Standard,https://myndir.handrit.is/file/Handrit.is/AM%2046%204to/294/WEB_DISPLAY
,https://handrit.is/en/manuscript/view.outerlayout.language/da?t:ac=en/AM02-0201,«,https://handrit.is/da/manuscript/view/en/AM02-0200
"Upplandslagens kyrkobalk",https://handrit.is/en/manuscript/view/AM04-0046#section_4,"Canon law",https://handrit.is/en/manuscript/list/keyword/klog
Browse,https://handrit.is/en/manuscript/browse/uniform,Andvaraleysið,https://handrit.is/en/manuscript/list/uniform?v=Andvaraleysi%C3%B0
"No Title",https://handrit.is/en/manuscript/view/AM04-0046#section_1,Browse,https://handrit.is/en/manuscript/browse/uniform
Browse,https://handrit.is/en/manuscript/browse/uniform,"Auðunar þáttur vestfirska (14)",https://handrit.is/en/manuscript/list/uniform?v=Au%C3%B0unar+%C3%BE%C3%A1ttur+vestfirska
,https://handrit.is/en/manuscript/view.outerlayout.language/is?t:ac=en/Rask115,"Gera athugasemdir við Handrit",https://handrit.is/is/popup/feedback/en/Rask115
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,(1v),https://handrit.is/en/manuscript/imaging/en/AM04-0046/1v#content
»,https://handrit.is/en/manuscript/view/en/AM04-0047,Browse,https://handrit.is/en/manuscript/browse/uniform
"The Manorial Court Law",https://handrit.is/en/manuscript/view/AM04-0046#section_3,"Click for larger",https://handrit.is/en/manuscript/imaging/en/AM04-0046/148v-163v#content
"More Details",https://handrit.is/en/biography/view/FreRos001,"AM 1 f fol.",https://handrit.is/en/manuscript/view/AM02-0001-f
handrit.is,https://handrit.is/en/,"AM 519 a 4to",https://handrit.is/en/manuscript/view/AM04-0519-a
"More Details",https://handrit.is/en/biography/view/RasRas001,,https://handrit.is/en/biography/xml/RasRas001
"More Details",https://handrit.is/en/biography/view/ArnMag001,,https://handrit.is/en/manuscript/view/da/Acc-0035
handrit.is,https://handrit.is/en/,"AM 674 a 4to",https://handrit.is/en/manuscript/view/AM04-0674-a
«,https://handrit.is/en/manuscript/view/en/AM04-0045,Annals,https://handrit.is/en/manuscript/list/keyword/annal
"Om Edens Betydning",https://handrit.is/en/manuscript/view/AM04-0046#section_2,"Uplandslagen. Codex juris Uplandici, Corpus juris Sueo-Gotorum antiqui: Samling af Sweriges Gamla Lagar",https://handrit.is/en/bibliography/view/CorpJur3
